Analyzer,Size_Date,Photo_date,Week,Treatment,Temp,pH,Trt_Rep,Photo_Rep,File_name,Juvenile_No,Area,Mean,Min,Max
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,5,914,83.13,35,176
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,6,3093,103.524,42,182
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,7,3173,104.687,42,199
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,8,3832,100.84,35,179
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,9,2144,88.504,35,190
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,10,2809,106.037,38,186
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,11,831,92.266,51,189
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,12,884,89.535,40,179
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,13,3051,107.169,33,202
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,14,2704,90.825,33,189
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,15,2741,88.674,37,195
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,16,820,108.49,50,191
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,17,2186,101.733,35,169
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,18,3709,104.598,52,191
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,19,577,100.778,59,182
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,20,445,98.335,58,173
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,21,467,78.914,43,188
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,22,348,82.483,44,180
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,23,1577,108.899,45,200
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,24,1933,87.386,33,161
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,1,AA9_x4_1,25,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,1,1213,88.185,39,174
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,2,1165,74.635,27,131
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,3,742,88.001,51,179
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,4,1170,130.15,66,205
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,5,1653,109.462,54,204
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,6,623,91.161,43,194
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,7,4075,125.15,43,205
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,8,970,145.13,85,200
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,9,1046,128.564,52,194
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,10,849,63.469,38,152
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,11,948,94.491,39,169
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,12,2146,110.005,42,177
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,13,1380,137.925,67,224
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,14,1193,136.23,56,202
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,15,451,79.78,50,130
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,16,443,82.343,43,149
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,17,680,66.654,32,144
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,18,1501,55.372,33,149
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,19,735,60.901,34,112
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,20,780,69.078,35,148
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,21,1262,70.674,33,147
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,22,1575,101.953,55,187
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,23,945,93.019,40,170
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,24,1224,107.25,49,180
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,25,1355,94.107,44,174
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,26,1745,115.696,40,189
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,27,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,2,AA9_x4_2,28,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,1,356,68.239,38,134
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,2,530,85.891,47,141
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,3,916,80.913,38,157
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,4,1379,109.27,63,184
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,5,1866,90.428,34,185
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,6,4182,101.902,49,169
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,7,600,75.608,47,172
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,8,1085,109.839,66,169
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,9,1677,105.371,55,154
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,10,1187,107.564,49,160
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,11,1550,97.841,42,159
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,12,565,102.303,66,157
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,13,4050,101.927,49,165
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,14,980,96.426,53,168
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,15,515,84.35,56,166
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,16,951,92.224,54,155
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,17,616,119.185,77,166
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,18,2163,103.149,54,164
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,19,3904,99.714,49,185
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,20,520,77.658,42,167
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,21,1529,95.046,47,186
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,22,2930,76.806,35,171
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,23,563,97.584,64,146
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,24,920,87.658,44,150
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,25,1163,99.009,44,160
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,26,1066,93.409,56,166
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,27,512,78.457,41,177
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,28,816,110.426,67,171
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,29,601,80.233,39,168
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,30,906,79.478,36,179
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,31,1765,102.359,48,170
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,32,2189,111.456,61,188
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,33,1389,104.882,58,179
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,34,896,60.775,34,141
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,35,996,100.64,56,192
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,36,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,37,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,9,3,AA9_x4_3,38,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,1,2546,106.749,50,193
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,2,1027,118.829,54,183
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,3,442,122.966,67,202
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,4,2161,113.837,51,186
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,5,3931,113.113,57,192
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,6,1393,96.618,55,185
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,7,804,86.958,43,198
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,8,1852,99.714,41,190
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,9,862,83.338,39,166
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,10,4013,57.97,25,153
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,11,4577,92.363,33,163
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,12,2327,64.195,22,181
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,1,AA10_x4_1,13,3980,68.799,22,168
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,1,1148,116.027,64,174
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,2,1497,74.668,40,155
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,3,641,113.945,65,186
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,4,529,104.344,62,172
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,5,966,120.063,52,182
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,6,455,127.136,59,208
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,7,3274,123.634,57,181
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,8,521,89.672,47,128
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,9,991,96.661,55,156
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,10,921,104.841,46,174
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,11,553,94.313,59,146
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,12,516,86.897,49,173
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,13,1277,103.082,48,169
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,14,5224,110.4,46,178
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,15,952,107.346,58,167
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,16,3456,96.065,39,159
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,17,2429,93.428,41,174
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,18,2068,106.167,41,173
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,19,859,106.133,67,158
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,20,1435,106.616,58,170
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,21,3424,89.604,39,150
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,22,3129,86.748,29,161
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,23,2395,83.686,34,143
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,2,AA10_x4_2,24,657,76.892,42,161
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,1,830,129.059,75,194
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,2,1005,120.995,51,208
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,3,735,105.759,64,189
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,4,536,103.399,54,174
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,5,548,101.026,53,189
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,6,593,108.297,67,180
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,7,1307,109.388,50,187
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,8,608,106.589,57,193
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,9,502,113.713,56,172
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,10,2020,95.816,35,171
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,11,2227,107.91,55,190
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,12,1903,105.557,38,189
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,13,1712,87.642,41,169
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,14,2025,97.358,43,180
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,15,2945,117.427,45,200
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,16,4382,110.124,43,188
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,17,2136,105.8,44,193
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,18,3418,80.715,36,169
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,19,607,106.041,63,181
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,20,785,96.442,41,183
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,21,2301,103.062,43,188
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,22,702,83.708,45,166
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,23,365,82.956,43,149
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,24,1429,97.386,45,189
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,25,652,78.814,42,195
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,26,712,72.798,37,145
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,27,2534,83.709,34,162
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,28,2067,102.993,46,158
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,29,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,30,NA,NA,NA,NA
ARK,4/2/20,10/24/17,Week4,AA,cold,low,10,3,AA10_x4_3,31,NA,NA,NA,NA
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,1,1873,103.224,54,173
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,2,1322,94.844,53,165
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,3,3789,66.139,29,147
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,4,3154,59.692,26,132
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,5,1993,88.735,36,148
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,6,2560,94.573,45,155
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,7,7480,72.704,25,153
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,8,5720,90.425,30,147
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,9,621,84.741,50,156
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,10,1767,72.613,25,167
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,11,5376,93.73,40,165
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,12,5018,87.825,29,174
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,13,6134,92.384,30,167
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,14,4149,94.976,31,173
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,15,2127,89.934,48,164
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,16,2660,88.71,32,186
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,17,2009,79.249,29,164
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,18,3198,94.119,42,163
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,19,806,69.263,32,125
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,20,1950,83.183,35,153
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,1,AB1_x4_1,21,1882,80.17,34,181
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,1,465,79.791,48,146
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,2,775,102.319,61,180
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,3,1689,107.791,46,172
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,4,1082,85.296,42,177
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,5,2033,96.562,42,171
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,6,4387,97.744,41,166
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,7,4453,97.6,40,175
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,8,691,78.13,40,144
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,9,2133,90.476,40,165
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,10,2591,89.602,44,139
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,11,3475,95.337,43,175
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,12,522,104.462,68,151
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,13,1677,104.952,57,164
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,14,1374,103.235,54,177
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,15,980,99.207,46,174
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,16,2710,83.471,32,165
ARK,4/9/20,10/24/17,Week4,AB,cold,high,1,3,AB1_x4_3,17,3589,95.285,33,179
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,1,3296,117.725,49,205
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,2,2822,111.899,48,194
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,3,2261,118.201,66,203
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,4,3245,115.706,47,208
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,5,5634,116.284,38,206
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,6,4180,108.623,35,200
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,7,4235,82.653,25,189
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,8,4633,87.635,32,195
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,9,5105,99.759,31,196
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,10,2055,87.799,30,174
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,11,4730,91.095,34,168
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,12,3042,83.667,32,184
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,13,NA,NA,NA,NA
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,14,NA,NA,NA,NA
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,15,NA,NA,NA,NA
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,1,AB2_x4_1,16,NA,NA,NA,NA
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,1,839,76.609,32,145
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,2,2154,96.53,49,183
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,3,1522,87.98,41,172
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,4,1078,66.389,35,135
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,5,423,97.652,59,144
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,6,954,88.538,41,174
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,7,1134,107.736,65,175
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,8,2200,97.68,41,179
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,9,1033,76.41,31,193
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,10,4557,96.147,31,198
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,11,1962,112.109,41,178
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,12,3631,105.453,43,165
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,13,1905,102.685,52,174
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,14,3523,105.608,42,172
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,15,1589,119.181,73,176
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,2,AB2_x4_2,16,1274,109.464,50,176
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,1,473,89.913,52,145
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,2,2004,90.145,49,166
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,3,5385,93.501,42,139
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,4,3345,92.081,36,162
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,5,1048,68.467,32,139
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,6,4106,110.727,50,186
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,7,4547,105.232,51,154
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,8,3207,93.354,45,173
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,9,2942,81.372,44,145
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,10,2598,101.294,59,153
ARK,4/9/20,10/24/17,Week4,AB,cold,high,2,3,AB2_x4_3,11,2638,96.661,54,159
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,1,1728,112.663,58,200
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,2,1002,112.525,59,182
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,3,1368,108.048,63,191
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,4,1814,113.483,56,183
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,5,1569,119.375,69,186
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,6,1626,112.384,54,184
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,7,2004,104.813,58,177
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,8,604,97.657,52,170
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,9,877,103.675,54,184
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,10,3001,105.609,46,185
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,11,1902,103.86,46,180
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,12,855,89.664,50,183
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,13,3197,106.089,55,189
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,14,2861,110.747,60,192
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,1,AB3_x4_1,15,NA,NA,NA,NA
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,1,1587,113.972,58,194
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,2,1084,119.975,64,200
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,3,2892,90.886,26,173
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,4,737,81.758,34,156
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,5,992,95.984,47,156
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,6,993,98.76,50,174
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,7,2701,104.133,39,190
ARK,4/9/20,10/24/17,Week4,AB,cold,high,3,2,AB3_x4_2,8,1785,115.268,47,188
